Date,High,Low,Open,Close,Volume,Adj Close
2015-06-01,6.673076152801514,6.538461208343506,6.673076152801514,6.62307596206665,2433600.0,5.870107650756836
2015-06-02,6.82692289352417,6.642306804656982,6.661538124084473,6.788461208343506,4558060.0,6.016693592071533
2015-06-03,6.876923084259033,6.769229888916016,6.807692050933838,6.788461208343506,6748560.0,6.016693592071533
2015-06-05,6.90384578704834,6.7961530685424805,6.865384101867676,6.87307596206665,2720900.0,6.091688632965088
2015-06-08,6.980769157409668,6.811538219451904,6.82692289352417,6.857691764831543,5870280.0,6.078052043914795
2015-06-09,7.042306900024414,6.830769062042236,6.865384101867676,6.938460826873779,3898180.0,6.149638652801514
2015-06-10,6.992307186126709,6.857691764831543,6.938460826873779,6.980769157409668,2913300.0,6.187135696411133
2015-06-11,7.0653839111328125,6.976922988891602,6.980769157409668,7.057692050933838,3334760.0,6.255314350128174
2015-06-12,7.061538219451904,6.9576921463012695,7.003846168518066,6.973075866699219,6738680.0,6.1803178787231445
2015-06-15,7.019229888916016,6.90384578704834,7.019229888916016,6.923076152801514,1546480.0,6.1360039710998535
2015-06-16,7.092307090759277,6.946153163909912,6.946153163909912,7.038461208343506,3020420.0,6.238270282745361
2015-06-17,7.119229793548584,7.0,7.069230079650879,7.092307090759277,1820780.0,6.285994529724121
2015-06-18,7.169229984283447,7.0461530685424805,7.07692289352417,7.119229793548584,4195100.0,6.309855937957764
2015-06-19,7.2192301750183105,7.084615230560303,7.130768775939941,7.2076921463012695,6715540.0,6.3882622718811035
2015-06-22,7.307692050933838,7.211537837982178,7.223075866699219,7.3038458824157715,5997680.0,6.473483562469482
2015-06-23,7.369229793548584,7.238461017608643,7.307692050933838,7.242307186126709,4089020.0,6.418941020965576
2015-06-24,7.349999904632568,7.230769157409668,7.261538028717041,7.230769157409668,3819920.0,6.425374984741211
2015-06-25,7.353846073150635,7.199999809265137,7.265384197235107,7.342307090759277,3069820.0,6.524489402770996
2015-06-26,7.438460826873779,7.307692050933838,7.307692050933838,7.388461112976074,2316600.0,6.565502643585205
2015-06-29,7.423076152801514,7.223075866699219,7.384614944458008,7.292306900024414,1999660.0,6.480058193206787
2015-06-30,7.423076152801514,7.311538219451904,7.353846073150635,7.311538219451904,5268640.0,6.4971489906311035
2015-07-01,7.538461208343506,7.357691764831543,7.369229793548584,7.492307186126709,3439800.0,6.657781600952148
2015-07-02,7.584615230560303,7.480769157409668,7.480769157409668,7.526923179626465,2898480.0,6.68854284286499
2015-07-03,7.757691860198975,7.511538028717041,7.538461208343506,7.626923084259033,3343600.0,6.777403354644775
2015-07-06,7.65384578704834,7.584615230560303,7.638461112976074,7.619229793548584,4835220.0,6.77056884765625
2015-07-07,7.692306995391846,7.573075771331787,7.65384578704834,7.692306995391846,9544340.0,6.835505962371826
2015-07-08,7.761538028717041,7.5538458824157715,7.684615135192871,7.603846073150635,4496700.0,6.756895542144775
2015-07-10,7.634614944458008,7.515384197235107,7.57692289352417,7.5346150398254395,3050320.0,6.695377826690674
2015-07-13,7.5961527824401855,7.515384197235107,7.5961527824401855,7.561538219451904,2237040.0,6.719300270080566
2015-07-14,7.650000095367432,7.542306900024414,7.569230079650879,7.5961527824401855,3774940.0,6.75006103515625
2015-07-15,7.630768775939941,7.538461208343506,7.603846073150635,7.592307090759277,8097440.0,6.746643543243408
2015-07-16,7.62307596206665,7.5653839111328125,7.592307090759277,7.611537933349609,4344080.0,6.763731956481934
2015-07-17,7.615384101867676,7.519229888916016,7.603846073150635,7.550000190734863,3404700.0,6.709047794342041
2015-07-20,7.584615230560303,7.453845977783203,7.5538458824157715,7.538461208343506,2738320.0,6.698795795440674
2015-07-21,7.676922798156738,7.538461208343506,7.538461208343506,7.611537933349609,6587100.0,6.763731956481934
2015-07-22,7.699999809265137,7.57692289352417,7.615384101867676,7.65384578704834,3279900.0,6.801327228546143
2015-07-23,7.711537837982178,7.550000190734863,7.619229793548584,7.607691764831543,6696040.0,6.760313510894775
2015-07-24,7.711537837982178,7.538461208343506,7.669229984283447,7.669229984283447,3885440.0,6.814997673034668
2015-07-27,7.738461017608643,7.5461530685424805,7.646152973175049,7.557692050933838,2606760.0,6.715883731842041
2015-07-28,7.599999904632568,7.307692050933838,7.5653839111328125,7.307692050933838,5891600.0,6.4937310218811035
2015-07-29,7.307692050933838,7.0,7.230769157409668,7.0346150398254395,7426120.0,6.278497219085693
2015-07-30,7.111537933349609,6.9576921463012695,7.0346150398254395,7.026923179626465,5023200.0,6.271631240844727
2015-07-31,7.261538028717041,6.996152877807617,6.996152877807617,7.196153163909912,6458920.0,6.422672271728516
2015-08-03,7.307692050933838,7.157691955566406,7.269229888916016,7.2192301750183105,2726620.0,6.443267345428467
2015-08-04,7.353846073150635,7.188460826873779,7.192306995391846,7.330769062042236,3813420.0,6.54281759262085
2015-08-05,7.40384578704834,7.134614944458008,7.376923084259033,7.180768966674805,3597100.0,6.408941268920898
2015-08-06,7.196153163909912,7.007691860198975,7.173076152801514,7.103846073150635,3242720.0,6.340285778045654
2015-08-07,7.169229984283447,7.0,7.103846073150635,7.0,1922180.0,6.247601509094238
2015-08-10,7.126923084259033,7.0346150398254395,7.111537933349609,7.115384101867676,1589380.0,6.350584030151367
2015-08-11,7.150000095367432,7.0461530685424805,7.150000095367432,7.119229793548584,1809600.0,6.3540167808532715
2015-08-12,7.134614944458008,6.869229793548584,7.115384101867676,6.888461112976074,3285360.0,6.148050785064697
2015-08-13,6.953845977783203,6.738461017608643,6.907691955566406,6.865384101867676,3149900.0,6.127455711364746
2015-08-14,6.853846073150635,6.665383815765381,6.8461527824401855,6.696153163909912,2072200.0,5.976412296295166
2015-08-17,6.8038458824157715,6.538461208343506,6.650000095367432,6.584615230560303,3490760.0,5.876866340637207
2015-08-18,6.869229793548584,6.584615230560303,6.584615230560303,6.730769157409668,7984860.0,6.007309913635254
2015-08-19,6.807692050933838,6.607691764831543,6.75,6.723075866699219,2708680.0,6.000443935394287
2015-08-20,6.884614944458008,6.3461527824401855,6.765384197235107,6.396152973175049,4049500.0,5.70866060256958
2015-08-21,6.57692289352417,6.226922988891602,6.442306995391846,6.484614849090576,4107740.0,5.787613868713379
2015-08-24,6.449999809265137,6.038461208343506,6.3461527824401855,6.353846073150635,8944000.0,5.670899868011475
